id	family	quantity	class	kind	A_values	A_n	A_raw_median	A_raw_min	A_raw_max	A_corr_median	A_corr_rule	spread	contains0	under20ms	s310	stable	reasons	load_bearing	B_rule	A_source	adjudication
D8|offsetrange|kernel	D8	range of the 14 kernel-stamp offsets, s	-	mixed	0.000896	1	0.000896	0.000896	0.000896	0.000896	face	0.000000	N	Y	-	N	under20ms	N	changed in conversion only (RAW ledger)	bench/2026-09-23/P1-OFF01..15.log/.timing/.meta.json (byte 66, FW-35) and P1-OFF-HP.events; OFF01 excluded as card A/B do (OFF02-OFF15, n 14); notes § 7.3 896.6 us (control) | comparer: range 896.410 us exact | A2 id D8|offset_range|kernel	kernel-stamp range re-computed 896.410 us (896.369 with t0_real's text): A2's 896.4 confirmed; A1's 896.6 reproduces notes § 7.3, which is 0.2 us high; 6-dp seconds 0.000896
D8|vendor|reply|cold	D8	vendor J -> first ICMP echo reply, probe read time	cold	mixed	14.540642,14.985655,15.649922	3	14.985655	14.540642	15.649922	14.985655	face	0.044327	N	N	listed	N	listed	N	changed: probe RAW ledger instead of ping -D realtime; A_values are ledger read times (card B's rule)	s106/n2-d4d8/vendor-d4.tsv, vendor-d8.tsv, vendor-cycles.tsv; s109/arith2/a1.out N10 (V1,V2,V3) | A2 id D8|vendor|firstreply|cold	
D8|vendor|ntp|cold	D8	vendor J -> 'Start NTP daemon' line (the ARP-onset proxy)	cold	board	14.575531,14.534235,14.685102	3	14.575531	14.534235	14.685102	14.901882	raw / f6 window r (a1.out N10)	0.007517	N	N	-	Y	-	N	card B § 3.4: the line's FW-35 arrival from J; unchanged	s106/n2-d4d8/vendor-d4.tsv, vendor-d8.tsv, vendor-cycles.tsv; s109/arith2/a1.out N10 (V1,V2,V3)	
D8|vendor|k|cold	D8	vendor answered broadcast's place k in its ARP cycle	cold	clock-free	3,1,1	3	1	1	3	1	face	2.000000	N	N	-	N	spread 2.000000 >= 0.10	N	card B § 3.4 general rule (any k), as s106 already read the vendor; unchanged	s106/n2-d4d8/vendor-d4.tsv, vendor-d8.tsv, vendor-cycles.tsv; s109/arith2/a1.out N10 (V1,V2,V3)	under20ms '-' -> N: the spec's column is Y/N and its test applies only to time intervals; this row is not one
D8|vendor|width|cold	D8	vendor bracket width #k - #k-1, card B's reconstruction (+1.000-1.028 s per broadcast), midpoint	cold	host-timer	1.014000,1.062070,1.097046	3	1.062070	1.014000	1.097046	1.062070	face	0.045261	N	N	-	N	reconstruction constant: card B 3.4 puts each broadcast +1.000-1.028 s after the last	N	changed: each broadcast at +1.000-1.028 s from the cycle's opening send (card B § 3.4); s106 used P3-TCPD's per-gap calibration and the failure read. A re-read by card B's rule	s106/n2-d4d8/vendor-d4.tsv, vendor-d8.tsv, vendor-cycles.tsv; s109/arith2/a1.out N10 (V1,V2,V3); ranges V1[1.0000,1.0280] V2[1.0341,1.0901] V3[1.0690,1.1250]	values: card B § 3.4's rule, +1.000-1.028 s per broadcast from the cycle's opening send, midpoint -> A1; A2's are the 106th segment's narrow estimates (per-gap P3-TCPD calibration anchored on the failure read) = seating A's published rule, not card B's, and the closing rule re-reads seating A by card B's rule. Class the same under both. Residual: card B's own prediction table (k = 3: 1.020-1.028 s; k = 1: 1.055-1.105 s) uses the 106th segment's figures, not its stated rule; COORDINATOR: R4 N: for k >= 2 the width is fixed by the reconstruction rule and cannot fail; a number that cannot fail is not a reproduction
D4|p80|cold	D4	vendor J -> first tcp:80 result=ok (probe read time)	cold	board	26.269813,26.069638,26.274753	3	26.269813	26.069638	26.274753	26.858003	raw / f6 window r (a1.out N10)	0.007620	N	N	-	Y	-	Y	card B § 3.6: first tcp result=ok on 80 from V*-HP/M*-HP; the probe now also connects to 52869/52881 (declared difference); rule unchanged	s106/n2-d4d8/vendor-d4.tsv, vendor-d8.tsv, vendor-cycles.tsv; s109/arith2/a1.out N10 (V1,V2,V3)	
D4|ok-line|cold	D4	vendor first tcp:80 ok minus 'boa: starting server' line	cold	mixed	-0.039814,-0.016114,0.016513	3	-0.016114	-0.039814	0.016513	-0.016114	face (card B's split not computable: the listen instant is 推)	2.024761	Y	Y	-	N	spread 2.024761 >= 0.10; contains0; under20ms	N	card B § 3.6 (+/-0.14 s either side); unchanged	s106/n2-d4d8/vendor-d4.tsv, vendor-d8.tsv, vendor-cycles.tsv; s109/arith2/a1.out N10 (V1,V2,V3) | A2 id D4|okline|cold	kind mixed: ok - line holds a board part (boa listens 0.111-0.127 s before its line, card B § 3.9 (ii)) and a host-timer part (the probe's 0.2 s connect phase) - card B § 3.0's mixed; A1's whole-interval board correction rejected. The card's split needs the listen instant, which seating A did not measure (推), so A_corr is face (A2) and is not card B's (b). Values at 6 dp (A2); each is within 0.1 ms of vendor-d4.tsv's 4-dp value (ROUNDING control). N by contains0 under every reading
D8|vendor|reply|warm	D8	vendor J -> first ICMP echo reply, probe read time	warm	mixed	14.490329,14.512320,14.497358,15.585497	4	14.504839	14.490329	15.585497	14.504839	face	0.074503	N	N	listed	N	listed	N	changed: probe RAW ledger instead of ping -D realtime; A_values are ledger read times (card B's rule)	s106/n2-d4d8/vendor-d4.tsv, vendor-d8.tsv, vendor-cycles.tsv; s109/arith2/a1.out N10 (V4,V5,V6,V7) | A2 id D8|vendor|firstreply|warm	
D8|vendor|ntp|warm	D8	vendor J -> 'Start NTP daemon' line (the ARP-onset proxy)	warm	board	14.565043,14.525125,14.474872,14.634926	4	14.545084	14.474872	14.634926	14.903508	raw / f6 window r (a1.out N10)	0.006177	N	N	-	Y	-	N	card B § 3.4: the line's FW-35 arrival from J; unchanged	s106/n2-d4d8/vendor-d4.tsv, vendor-d8.tsv, vendor-cycles.tsv; s109/arith2/a1.out N10 (V4,V5,V6,V7)	
D8|vendor|k|warm	D8	vendor answered broadcast's place k in its ARP cycle	warm	clock-free	3,3,3,1	4	3	1	3	3	face	0.666667	N	N	-	N	spread 0.666667 >= 0.10	N	card B § 3.4 general rule (any k), as s106 already read the vendor; unchanged	s106/n2-d4d8/vendor-d4.tsv, vendor-d8.tsv, vendor-cycles.tsv; s109/arith2/a1.out N10 (V4,V5,V6,V7)	under20ms '-' -> N: the spec's column is Y/N and its test applies only to time intervals; this row is not one
D8|vendor|width|warm	D8	vendor bracket width #k - #k-1, card B's reconstruction (+1.000-1.028 s per broadcast), midpoint	warm	host-timer	1.014000,1.014000,1.014000,1.056148	4	1.014000	1.014000	1.056148	1.014000	face	0.041566	N	N	-	N	reconstruction constant: card B 3.4 puts each broadcast +1.000-1.028 s after the last	N	changed: each broadcast at +1.000-1.028 s from the cycle's opening send (card B § 3.4); s106 used P3-TCPD's per-gap calibration and the failure read. A re-read by card B's rule	s106/n2-d4d8/vendor-d4.tsv, vendor-d8.tsv, vendor-cycles.tsv; s109/arith2/a1.out N10 (V4,V5,V6,V7); ranges V4[1.0000,1.0280] V5[1.0000,1.0280] V6[1.0000,1.0280] V7[1.0281,1.0841]	values: card B § 3.4's rule, +1.000-1.028 s per broadcast from the cycle's opening send, midpoint -> A1; A2's are the 106th segment's narrow estimates (per-gap P3-TCPD calibration anchored on the failure read) = seating A's published rule, not card B's, and the closing rule re-reads seating A by card B's rule. Class the same under both. Residual: card B's own prediction table (k = 3: 1.020-1.028 s; k = 1: 1.055-1.105 s) uses the 106th segment's figures, not its stated rule; COORDINATOR: R4 N: for k >= 2 the width is fixed by the reconstruction rule and cannot fail; a number that cannot fail is not a reproduction
D4|p80|warm	D4	vendor J -> first tcp:80 result=ok (probe read time)	warm	board	25.249568,26.257654,26.058182,26.243317	4	26.150749	25.249568	26.257654	26.816242	raw / f6 window r (a1.out N10)	0.034461	N	N	-	Y	-	Y	card B § 3.6: first tcp result=ok on 80 from V*-HP/M*-HP; the probe now also connects to 52869/52881 (declared difference); rule unchanged	s106/n2-d4d8/vendor-d4.tsv, vendor-d8.tsv, vendor-cycles.tsv; s109/arith2/a1.out N10 (V4,V5,V6,V7)	
D4|ok-line|warm	D4	vendor first tcp:80 ok minus 'boa: starting server' line	warm	mixed	-0.089820,0.041838,-0.133565,0.005765	4	-0.042028	-0.133565	0.041838	-0.042028	face (card B's split not computable: the listen instant is 推)	2.178038	Y	N	-	N	spread 2.178038 >= 0.10; contains0	N	card B § 3.6 (+/-0.14 s either side); unchanged	s106/n2-d4d8/vendor-d4.tsv, vendor-d8.tsv, vendor-cycles.tsv; s109/arith2/a1.out N10 (V4,V5,V6,V7) | A2 id D4|okline|warm	kind mixed: ok - line holds a board part (boa listens 0.111-0.127 s before its line, card B § 3.9 (ii)) and a host-timer part (the probe's 0.2 s connect phase) - card B § 3.0's mixed; A1's whole-interval board correction rejected. The card's split needs the listen instant, which seating A did not measure (推), so A_corr is face (A2) and is not card B's (b). Values at 6 dp (A2); each is within 0.1 ms of vendor-d4.tsv's 4-dp value (ROUNDING control). N by contains0 under every reading
D8|vendor|reply|listen-M1	D8	vendor J -> first ICMP echo reply, probe read time	listen	mixed	15.636799	1	15.636799	15.636799	15.636799	15.636799	face	0.000000	N	N	listed	N	listed	N	changed: probe RAW ledger instead of ping -D realtime; A_values are ledger read times (card B's rule)	s106/n2-d4d8/vendor-d4.tsv, vendor-d8.tsv, vendor-cycles.tsv; s109/arith2/a1.out N10 (M1) | A2 id D8|vendor|firstreply|M1	
D8|vendor|ntp|listen-M1	D8	vendor J -> 'Start NTP daemon' line (the ARP-onset proxy)	listen	board	14.666099	1	14.666099	14.666099	14.666099	15.012897	raw / f6 window r (a1.out N10)	0.000000	N	N	listed	N	listed	N	card B § 3.4: the line's FW-35 arrival from J; unchanged	s106/n2-d4d8/vendor-d4.tsv, vendor-d8.tsv, vendor-cycles.tsv; s109/arith2/a1.out N10 (M1) | A2 id D8|vendor|ntp|M1	
D8|vendor|k|listen-M1	D8	vendor answered broadcast's place k in its ARP cycle	listen	clock-free	1	1	1	1	1	1	face	0.000000	N	N	listed	N	listed	N	card B § 3.4 general rule (any k), as s106 already read the vendor; unchanged	s106/n2-d4d8/vendor-d4.tsv, vendor-d8.tsv, vendor-cycles.tsv; s109/arith2/a1.out N10 (M1) | A2 id D8|vendor|k|M1	under20ms '-' -> N: the spec's column is Y/N and its test applies only to time intervals; this row is not one
D8|vendor|width|listen-M1	D8	vendor bracket width #k - #k-1, card B's reconstruction (+1.000-1.028 s per broadcast), midpoint	listen	host-timer	1.083690	1	1.083690	1.083690	1.083690	1.083690	face	0.000000	N	N	listed	N	listed	N	changed: each broadcast at +1.000-1.028 s from the cycle's opening send (card B § 3.4); s106 used P3-TCPD's per-gap calibration and the failure read. A re-read by card B's rule	s106/n2-d4d8/vendor-d4.tsv, vendor-d8.tsv, vendor-cycles.tsv; s109/arith2/a1.out N10 (M1); ranges M1[1.0557,1.1117] | A2 id D8|vendor|width|M1	values: card B § 3.4's rule, +1.000-1.028 s per broadcast from the cycle's opening send, midpoint -> A1; A2's are the 106th segment's narrow estimates (per-gap P3-TCPD calibration anchored on the failure read) = seating A's published rule, not card B's, and the closing rule re-reads seating A by card B's rule. Class the same under both. Residual: card B's own prediction table (k = 3: 1.020-1.028 s; k = 1: 1.055-1.105 s) uses the 106th segment's figures, not its stated rule
D4|p80|listen-M1	D4	vendor J -> first tcp:80 result=ok (probe read time)	listen	board	26.058069	1	26.058069	26.058069	26.058069	26.674244	raw / f6 window r (a1.out N10)	0.000000	N	N	listed	N	listed	Y	card B § 3.6: first tcp result=ok on 80 from V*-HP/M*-HP; the probe now also connects to 52869/52881 (declared difference); rule unchanged	s106/n2-d4d8/vendor-d4.tsv, vendor-d8.tsv, vendor-cycles.tsv; s109/arith2/a1.out N10 (M1) | A2 id D4|p80|M1	
D4|ok-line|listen-M1	D4	vendor first tcp:80 ok minus 'boa: starting server' line	listen	mixed	-0.117678	1	-0.117678	-0.117678	-0.117678	-0.117678	face (card B's split not computable: the listen instant is 推)	0.000000	N	N	listed	N	listed	N	card B § 3.6 (+/-0.14 s either side); unchanged	s106/n2-d4d8/vendor-d4.tsv, vendor-d8.tsv, vendor-cycles.tsv; s109/arith2/a1.out N10 (M1) | A2 id D4|okline|M1	kind mixed: ok - line holds a board part (boa listens 0.111-0.127 s before its line, card B § 3.9 (ii)) and a host-timer part (the probe's 0.2 s connect phase) - card B § 3.0's mixed; A1's whole-interval board correction rejected. The card's split needs the listen instant, which seating A did not measure (推), so A_corr is face (A2) and is not card B's (b). Values at 6 dp (A2); each is within 0.1 ms of vendor-d4.tsv's 4-dp value (ROUNDING control). N by contains0 under every reading
D8|vendor|reply|listen-M2	D8	vendor J -> first ICMP echo reply, probe read time	listen	mixed	14.530736	1	14.530736	14.530736	14.530736	14.530736	face	0.000000	N	N	listed	N	listed	N	changed: probe RAW ledger instead of ping -D realtime; A_values are ledger read times (card B's rule)	s106/n2-d4d8/vendor-d4.tsv, vendor-d8.tsv, vendor-cycles.tsv; s109/arith2/a1.out N10 (M2) | A2 id D8|vendor|firstreply|M2	
D8|vendor|ntp|listen-M2	D8	vendor J -> 'Start NTP daemon' line (the ARP-onset proxy)	listen	board	14.512260	1	14.512260	14.512260	14.512260	14.904242	raw / f6 window r (a1.out N10)	0.000000	N	N	listed	N	listed	N	card B § 3.4: the line's FW-35 arrival from J; unchanged	s106/n2-d4d8/vendor-d4.tsv, vendor-d8.tsv, vendor-cycles.tsv; s109/arith2/a1.out N10 (M2) | A2 id D8|vendor|ntp|M2	
D8|vendor|k|listen-M2	D8	vendor answered broadcast's place k in its ARP cycle	listen	clock-free	3	1	3	3	3	3	face	0.000000	N	N	listed	N	listed	N	card B § 3.4 general rule (any k), as s106 already read the vendor; unchanged	s106/n2-d4d8/vendor-d4.tsv, vendor-d8.tsv, vendor-cycles.tsv; s109/arith2/a1.out N10 (M2) | A2 id D8|vendor|k|M2	under20ms '-' -> N: the spec's column is Y/N and its test applies only to time intervals; this row is not one
D8|vendor|width|listen-M2	D8	vendor bracket width #k - #k-1, card B's reconstruction (+1.000-1.028 s per broadcast), midpoint	listen	host-timer	1.014000	1	1.014000	1.014000	1.014000	1.014000	face	0.000000	N	N	listed	N	listed	N	changed: each broadcast at +1.000-1.028 s from the cycle's opening send (card B § 3.4); s106 used P3-TCPD's per-gap calibration and the failure read. A re-read by card B's rule	s106/n2-d4d8/vendor-d4.tsv, vendor-d8.tsv, vendor-cycles.tsv; s109/arith2/a1.out N10 (M2); ranges M2[1.0000,1.0280] | A2 id D8|vendor|width|M2	values: card B § 3.4's rule, +1.000-1.028 s per broadcast from the cycle's opening send, midpoint -> A1; A2's are the 106th segment's narrow estimates (per-gap P3-TCPD calibration anchored on the failure read) = seating A's published rule, not card B's, and the closing rule re-reads seating A by card B's rule. Class the same under both. Residual: card B's own prediction table (k = 3: 1.020-1.028 s; k = 1: 1.055-1.105 s) uses the 106th segment's figures, not its stated rule
D4|p80|listen-M2	D4	vendor J -> first tcp:80 result=ok (probe read time)	listen	board	26.109674	1	26.109674	26.109674	26.109674	26.814906	raw / f6 window r (a1.out N10)	0.000000	N	N	listed	N	listed	Y	card B § 3.6: first tcp result=ok on 80 from V*-HP/M*-HP; the probe now also connects to 52869/52881 (declared difference); rule unchanged	s106/n2-d4d8/vendor-d4.tsv, vendor-d8.tsv, vendor-cycles.tsv; s109/arith2/a1.out N10 (M2) | A2 id D4|p80|M2	
D4|ok-line|listen-M2	D4	vendor first tcp:80 ok minus 'boa: starting server' line	listen	mixed	0.052296	1	0.052296	0.052296	0.052296	0.052296	face (card B's split not computable: the listen instant is 推)	0.000000	N	N	listed	N	listed	N	card B § 3.6 (+/-0.14 s either side); unchanged	s106/n2-d4d8/vendor-d4.tsv, vendor-d8.tsv, vendor-cycles.tsv; s109/arith2/a1.out N10 (M2) | A2 id D4|okline|M2	kind mixed: ok - line holds a board part (boa listens 0.111-0.127 s before its line, card B § 3.9 (ii)) and a host-timer part (the probe's 0.2 s connect phase) - card B § 3.0's mixed; A1's whole-interval board correction rejected. The card's split needs the listen instant, which seating A did not measure (推), so A_corr is face (A2) and is not card B's (b). Values at 6 dp (A2); each is within 0.1 ms of vendor-d4.tsv's 4-dp value (ROUNDING control). N by contains0 under every reading
D8|vendor|reply|pooled	D8	vendor J -> first ICMP echo reply, probe read time	pooled	mixed	14.540642,14.985655,15.649922,14.490329,14.512320,14.497358,15.585497,15.636799,14.530736	9	14.540642	14.490329	15.649922	14.540642	face	0.076288	N	N	listed	N	listed	N	changed: probe RAW ledger instead of ping -D realtime; A_values are ledger read times (card B's rule)	s106/n2-d4d8/vendor-d4.tsv, vendor-d8.tsv, vendor-cycles.tsv; s109/arith2/a1.out N10 (V1,V2,V3,V4,V5,V6,V7,M1,M2)	kept (A1 only): § 7.7 publishes the nine boots' first reply; listed
D8|vendor|ntp|pooled	D8	vendor J -> 'Start NTP daemon' line (the ARP-onset proxy)	pooled	board	14.575531,14.534235,14.685102,14.565043,14.525125,14.474872,14.634926,14.666099,14.512260	9	14.565043	14.474872	14.685102	14.904242	raw / f6 window r (a1.out N10)	0.008243	N	N	-	Y	-	N	card B § 3.4: the line's FW-35 arrival from J; unchanged	s106/n2-d4d8/vendor-d4.tsv, vendor-d8.tsv, vendor-cycles.tsv; s109/arith2/a1.out N10 (V1,V2,V3,V4,V5,V6,V7,M1,M2)	kept (A1 only): card B § 3.4's table predicts the nine boots pooled
D8|vendor|k|pooled	D8	vendor answered broadcast's place k in its ARP cycle	pooled	clock-free	3,1,1,3,3,3,1,1,3	9	3	1	3	3	face	0.666667	N	N	-	N	spread 0.666667 >= 0.10	N	card B § 3.4 general rule (any k), as s106 already read the vendor; unchanged	s106/n2-d4d8/vendor-d4.tsv, vendor-d8.tsv, vendor-cycles.tsv; s109/arith2/a1.out N10 (V1,V2,V3,V4,V5,V6,V7,M1,M2)	kept (A1 only): § 7.7 publishes k over the nine boots; under20ms '-' -> N (spec vocabulary Y/N; not a time interval)
D8|vendor|width|pooled	D8	vendor bracket width #k - #k-1, card B's reconstruction (+1.000-1.028 s per broadcast), midpoint	pooled	host-timer	1.014000,1.062070,1.097046,1.014000,1.014000,1.014000,1.056148,1.083690,1.014000	9	1.014000	1.014000	1.097046	1.014000	face	0.081899	N	N	-	N	reconstruction constant: card B 3.4 puts each broadcast +1.000-1.028 s after the last	N	changed: each broadcast at +1.000-1.028 s from the cycle's opening send (card B § 3.4); s106 used P3-TCPD's per-gap calibration and the failure read. A re-read by card B's rule	s106/n2-d4d8/vendor-d4.tsv, vendor-d8.tsv, vendor-cycles.tsv; s109/arith2/a1.out N10 (V1,V2,V3,V4,V5,V6,V7,M1,M2); ranges V1[1.0000,1.0280] V2[1.0341,1.0901] V3[1.0690,1.1250] V4[1.0000,1.0280] V5[1.0000,1.0280] V6[1.0000,1.0280] V7[1.0281,1.0841] M1[1.0557,1.1117] M2[1.0000,1.0280]	kept (A1 only): § 7.7 publishes the nine brackets; values by card B's rule as the per-class rows (VWIDTH); COORDINATOR: R4 N: for k >= 2 the width is fixed by the reconstruction rule and cannot fail; a number that cannot fail is not a reproduction
D4|p80|pooled	D4	vendor J -> first tcp:80 result=ok (probe read time)	pooled	board	26.269813,26.069638,26.274753,25.249568,26.257654,26.058182,26.243317,26.058069,26.109674	9	26.109674	25.249568	26.274753	26.814906	raw / f6 window r (a1.out N10)	0.032942	N	N	-	Y	-	N	card B § 3.6: first tcp result=ok on 80 from V*-HP/M*-HP; the probe now also connects to 52869/52881 (declared difference); rule unchanged	s106/n2-d4d8/vendor-d4.tsv, vendor-d8.tsv, vendor-cycles.tsv; s109/arith2/a1.out N10 (V1,V2,V3,V4,V5,V6,V7,M1,M2)	kept (A1 only): § 7.5 publishes all nine; card B § 3.6 predicts it; UNRESOLVED (load_bearing): N by the spec ('per firmware, variant and class'; card B § 3.10 puts cold and warm in separate tables) / Y by the closing rule's text, which names 'the vendor's port-80 readiness from J' (§ 7.5 publishes all nine) beside 'a boot-timeline segment per firmware, variant and class' with no class. Stable Y, so a seating-B miss here either keeps P2 open or is carried forward: the owner decides before any seating-B value of it is read; COORDINATOR: R1 load_bearing N: DoD D3 puts cold and warm in separate tables with n, median and range per cell, so the rule names each quantity per class; a pooled or per-mode row is scored beside, rule (3)
D4|ok-line|pooled	D4	vendor first tcp:80 ok minus 'boa: starting server' line	pooled	mixed	-0.039814,-0.016114,0.016513,-0.089820,0.041838,-0.133565,0.005765,-0.117678,0.052296	9	-0.016114	-0.133565	0.052296	-0.016114	face (card B's split not computable: the listen instant is 推)	7.288755	Y	Y	-	N	spread 7.288755 >= 0.10; contains0; under20ms	N	card B § 3.6 (+/-0.14 s either side); unchanged	s106/n2-d4d8/vendor-d4.tsv, vendor-d8.tsv, vendor-cycles.tsv; s109/arith2/a1.out N10 (V1,V2,V3,V4,V5,V6,V7,M1,M2)	kept (A1 only): § 7.5 publishes the nine ('all nine within 0.134 s'); as the per-class ok-line rows (OKLINE): kind mixed, A2's 6-dp values of the nine boots pooled, face
D4|p80|mode-slow	D4	vendor J -> first tcp:80 ok, boots whose WSC->Register step takes >= 1 s	pooled	board	26.269813,26.069638,26.274753,26.257654,26.058182,26.243317,26.058069,26.109674	8	26.176496	26.058069	26.274753	26.836455	raw / f6 window r (a1.out N10)	0.004524	N	N	-	Y	-	N	card B § 3.6 splits 80 by the fast step; unchanged	s106/n2-d4d8/vendor-d4.tsv, vendor-d8.tsv, vendor-cycles.tsv; s109/arith2/a1.out N10 (V1,V2,V3,V5,V6,V7,M1,M2)	kept (A1 only): card B § 3.6 predicts the first ok per WSC-step mode; UNRESOLVED (load_bearing): N by the spec ('per firmware, variant and class'; card B § 3.10 puts cold and warm in separate tables) / Y by the closing rule's text, which names 'the vendor's port-80 readiness from J' (card B § 3.6 predicts it per WSC-step mode) beside 'a boot-timeline segment per firmware, variant and class' with no class. Stable Y, so a seating-B miss here either keeps P2 open or is carried forward: the owner decides before any seating-B value of it is read; COORDINATOR: R1 load_bearing N: DoD D3 puts cold and warm in separate tables with n, median and range per cell, so the rule names each quantity per class; a pooled or per-mode row is scored beside, rule (3)
D4|p80|mode-fast	D4	vendor J -> first tcp:80 ok, boots whose WSC->Register step takes < 0.2 s	pooled	board	25.249568	1	25.249568	25.249568	25.249568	25.862509	raw / f6 window r (a1.out N10)	0.000000	N	N	-	Y	-	N	card B § 3.6 splits 80 by the fast step; unchanged	s106/n2-d4d8/vendor-d4.tsv, vendor-d8.tsv, vendor-cycles.tsv; s109/arith2/a1.out N10 (V4)	kept (A1 only): card B § 3.6 predicts the first ok per WSC-step mode (V4); UNRESOLVED (load_bearing): N by the spec ('per firmware, variant and class'; card B § 3.10 puts cold and warm in separate tables) / Y by the closing rule's text, which names 'the vendor's port-80 readiness from J' (card B § 3.6 predicts it per WSC-step mode) beside 'a boot-timeline segment per firmware, variant and class' with no class. Stable Y, so a seating-B miss here either keeps P2 open or is carried forward: the owner decides before any seating-B value of it is read; COORDINATOR: R1 load_bearing N: DoD D3 puts cold and warm in separate tables with n, median and range per cell, so the rule names each quantity per class; a pooled or per-mode row is scored beside, rule (3)
D4|reply-to-p80|pooled	D4	vendor first ICMP reply -> first tcp:80 ok (the reply precedes it)	pooled	mixed	11.729171,11.083983,10.624831,10.759239,11.745334,11.560824,10.657820,10.421270,11.578938	9	11.083983	10.421270	11.745334	11.083983	face	0.059790	N	N	-	Y	-	N	card B § 3.6 10.4-12.2 s; unchanged	s106/n2-d4d8/vendor-d4.tsv, vendor-d8.tsv, vendor-cycles.tsv; s109/arith2/a1.out N10 (V1-V7,M1,M2)	kept (A1 only): § 7.5 publishes it (10.42-11.75 s, 9 of 9) and card B § 3.6 predicts it
D4|V1-NMAP|open	D4	vendor open TCP ports (connect scan, all 65,535)	-	exact	{80,52869,52881}	1	-	-	-	-	-	-	-	-	-	exact	exact (card B § 3.2): not a D3 number	N	card B § 3.6 predicts 80, 52869, 52881 open	bench/2026-09-23/V1-NMAP.log	UNRESOLVED (class, a label; stable unaffected): A1 cold (the scan ran in V1, a cold boot) / A2 '-' (no class dimension; both builders give P1-NMAP '-'); the spec lists both values and does not say whether a scan carries its boot's class; COORDINATOR: R5 class -: a port scan is not a boot interval
D4|V1-NMAP|closed	D4	vendor closed TCP ports	-	clock-free	65381	1	65381	65381	65381	65381	face	0.000000	N	N	listed	N	listed	N	unchanged; card B § 3.6: not predicted	bench/2026-09-23/V1-NMAP.log	UNRESOLVED (class, a label; stable unaffected): A1 cold (the scan ran in V1, a cold boot) / A2 '-' (no class dimension; both builders give P1-NMAP '-'); the spec lists both values and does not say whether a scan carries its boot's class; under20ms '-' -> N: the spec's column is Y/N and its test applies only to time intervals; this row is not one; COORDINATOR: R5 class -: a port scan is not a boot interval
D4|V1-NMAP|filtered	D4	vendor filtered TCP ports	-	clock-free	151	1	151	151	151	151	face	0.000000	N	N	listed	N	listed	N	unchanged; card B § 3.6: not predicted	bench/2026-09-23/V1-NMAP.log	UNRESOLVED (class, a label; stable unaffected): A1 cold (the scan ran in V1, a cold boot) / A2 '-' (no class dimension; both builders give P1-NMAP '-'); the spec lists both values and does not say whether a scan carries its boot's class; under20ms '-' -> N: the spec's column is Y/N and its test applies only to time intervals; this row is not one; COORDINATOR: R5 class -: a port scan is not a boot interval
D4|P1-NMAP|open	D4	rlxfw open TCP ports	-	exact	{}	1	-	-	-	-	-	-	-	-	-	exact	exact (card B § 3.2): not a D3 number	N	card B § 3.6 predicts no TCP port open	bench/2026-09-23/P1-NMAP.log	
D4|P1-NMAP|closed	D4	rlxfw closed TCP ports	-	clock-free	58989	1	58989	58989	58989	58989	face	0.000000	N	N	listed	N	listed	N	unchanged; loss-driven (NET-112), not predicted	bench/2026-09-23/P1-NMAP.log	under20ms '-' -> N: the spec's column is Y/N and its test applies only to time intervals; this row is not one
D4|P1-NMAP|filtered	D4	rlxfw filtered TCP ports	-	clock-free	6546	1	6546	6546	6546	6546	face	0.000000	N	N	listed	N	listed	N	unchanged; loss-driven (NET-112), not predicted	bench/2026-09-23/P1-NMAP.log	under20ms '-' -> N: the spec's column is Y/N and its test applies only to time intervals; this row is not one
D4|P1-PS|set	D4	rlxfw process list	-	exact	{/bin/sh;[kthreadd];[ksoftirqd/0];[events/0];[khelper];[async/mgr];[kblockd/0];[pdflush];[kswapd0];[mtdblockd];[kpktgend_0];ps}	1	-	-	-	-	-	-	-	-	-	exact	exact (card B § 3.2): not a D3 number	N	card B § 3.6: /bin/sh, the kernel threads and ps	bench/2026-09-23/P1-PS.log	
D4|p52869|vendor	D4	vendor J -> first tcp:52869 ok	-	board	-	0	-	-	-	-	-	-	-	-	-	none	no seating-A value by card B's rule: seating A's probe connected to port 80 only; card B § 3.6 calls it a first readiness reading	N	changed: probe now connects to 80, 52869, 52881	bench/2026-09-23/V*-HP.meta.json (tcp=80 only)	kept (A1 only): card B § 3.6 names it a first readiness reading: none
D4|p52881|vendor	D4	vendor J -> first tcp:52881 ok	-	board	-	0	-	-	-	-	-	-	-	-	-	none	no seating-A value by card B's rule: seating A's probe connected to port 80 only; card B § 3.6 calls it a first readiness reading	N	changed: probe now connects to 80, 52869, 52881	bench/2026-09-23/V*-HP.meta.json (tcp=80 only)	kept (A1 only): card B § 3.6 names it a first readiness reading: none
D6|MemTotal	D6	rlxfw MemTotal, kB	-	exact	26984	1	26984	26984	26984	26984	face	-	-	-	-	exact	exact (card B § 3.2): not a D3 number	N	card B § 3.2: 26,984 kB	bench/2026-09-23/P1-FREE.log	exact row: numeric median/min/max filled from its value (the spec defines them for every row) - A2; A1 wrote '26984 kB' as text
D6|MemFree	D6	rlxfw MemFree after boot, kB	-	clock-free	20932	1	20932	20932	20932	20932	face	0.000000	N	N	-	Y	-	N	unchanged (card B § 3.2: 'a reading')	bench/2026-09-23/P1-FREE.log	under20ms '-' -> N: the spec's column is Y/N and its test applies only to time intervals; this row is not one
